artist_a,artist_b,artist_a_key,artist_b_key,category,affinity_score,difficulty_score,shared_traits,conflict_signals,effect_on_prompt_generation,what_models_struggle_with,inference_basis
Adolph von Menzel,John William Godward,adolph_von_menzel,john_william_godward,tense-but-usable,17,57,['cool palette bias'],['observed realism vs ornamental flattening'],"Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive ornamental decorative design and soft atmospheric transitions. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold observed realism vs ornamental flattening at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,John William Waterhouse,adolph_von_menzel,john_william_waterhouse,high-conflict,0,88,[],"['literal depiction vs dream-symbol logic', 'story-illustration simplification vs pure observational realism']","Prompt needs hard domain separation because it is asking for literal depiction vs dream-symbol logic, plus story-illustration simplification vs pure observational realism.",Model will usually flatten or ignore one artist because literal depiction vs dream-symbol logic and story-illustration simplification vs pure observational realism are hard to resolve in one image.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Joseph Mallord William Turner,adolph_von_menzel,joseph_mallord_william_turner,complementary,58,18,"['cool palette bias', 'rough tactile paint']",[],"Prompt can fuse shared cool palette bias, rough tactile paint with grounded realism and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Jules Breton,adolph_von_menzel,jules_breton,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Jules-Cyrille Cavé,adolph_von_menzel,jules_cyrille_cave,high-conflict,8,84,['cool palette bias'],"['literal depiction vs dream-symbol logic', 'observed realism vs ornamental flattening']","Prompt needs hard domain separation because it is asking for literal depiction vs dream-symbol logic, plus observed realism vs ornamental flattening.",Model will usually flatten or ignore one artist because literal depiction vs dream-symbol logic and observed realism vs ornamental flattening are hard to resolve in one image.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Jules Lefebvre,adolph_von_menzel,jules_lefebvre,tense-but-usable,35,69,"['grounded realism', 'muted or pastel color']","['literal depiction vs dream-symbol logic', 'panoramic density vs isolated minimal staging']","Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive grounded realism and symbolic or dream logic. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic and panoramic density vs isolated minimal staging at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Kay Nielsen,adolph_von_menzel,kay_nielsen,high-conflict,0,100,['muted or pastel color'],"['literal depiction vs dream-symbol logic', 'literal depiction vs abstract reduction', 'observed realism vs ornamental flattening', 'story-illustration simplification vs pure observational realism']","Prompt needs hard domain separation because it is asking for literal depiction vs dream-symbol logic, plus literal depiction vs abstract reduction.",Model will usually flatten or ignore one artist because literal depiction vs dream-symbol logic and literal depiction vs abstract reduction are hard to resolve in one image.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Lawrence Alma-Tadema,adolph_von_menzel,lawrence_alma_tadema,complementary,28,29,['cool palette bias'],[],Prompt can fuse shared cool palette bias with grounded realism and visual direction. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Léon Bonnat,adolph_von_menzel,leon_bonnat,near-overlap,100,18,"['grounded realism', 'muted or pastel color', 'panoramic density', 'rough tactile paint']",[],"These artists already share grounded realism, muted or pastel color. Prompt language can usually compress into one primary lane without losing much.",Main risk is over-compression: the model may collapse the blend into one artist and flatten the distinction.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Leonardo da Vinci,adolph_von_menzel,leonardo_da_vinci,complementary,58,18,"['grounded realism', 'muted or pastel color']",[],"Prompt can fuse shared grounded realism, muted or pastel color with grounded realism and grounded realism and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Lionel Royer,adolph_von_menzel,lionel_royer,tense-but-usable,77,40,"['cool palette bias', 'grounded realism', 'muted or pastel color']",['literal depiction vs dream-symbol logic'],"Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive grounded realism and symbolic or dream logic. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Adolph von Menzel,Louis Jean François Lagrenée,adolph_von_menzel,louis_jean_francois_lagrenee,tense-but-usable,35,69,"['cool palette bias', 'grounded realism']","['literal depiction vs dream-symbol logic', 'observed realism vs ornamental flattening']","Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive grounded realism and symbolic or dream logic. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic and observed realism vs ornamental flattening at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
